PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202299,31MAR23,01APR22,31MAR23,190,Anaesthetic Service,1568,938,587,981,566,1283,233,96775,77149,3972,25530,51610,1
202299,31MAR23,01APR22,31MAR23,191,Pain Management Service,12153,11540,206,11947,11400,12026,61,83932,61282,6862,17045,44235,1
202299,31MAR23,01APR22,31MAR23,192,Intensive Care Medicine Service,4135,2267,4104,31,26,1682,1528,1782,1292,139,430,862,1
202299,31MAR23,01APR22,31MAR23,199,"Non-UK Provider; specialty function not known, tre",902,0,902,0,0,215,70,24,0,4,0,0,1
202299,31MAR23,01APR22,31MAR23,211,Paediatric Urology Service,1730,1516,414,1316,1178,1702,97,10056,6601,807,2095,4506,1
202299,31MAR23,01APR22,31MAR23,212,Paediatric Transplantation Surgery Service,7,6,5,2,2,6,2,114,88,5,1,87,1
202299,31MAR23,01APR22,31MAR23,213,Paediatric Gastrointestinal Surgery Service,2,2,0,2,2,2,0,24,18,3,14,4,1
202299,31MAR23,01APR22,31MAR23,214,Paediatric Trauma and Orthopaedic Service,1779,1536,1152,627,562,1695,454,41528,29719,2860,12284,17435,1
202299,31MAR23,01APR22,31MAR23,215,Paediatric Ear Nose and Throat Service,2806,2372,1112,1694,1549,2723,362,24498,15195,1890,7334,7861,1
202299,31MAR23,01APR22,31MAR23,216,Paediatric Ophthalmology Service,595,556,88,507,486,585,23,52629,34879,5501,10201,24678,1
202299,31MAR23,01APR22,31MAR23,217,Paediatric Oral and Maxillofacial Surgery Service,448,389,205,243,230,440,153,2313,1643,179,714,929,1
202299,31MAR23,01APR22,31MAR23,218,Paediatric Neurosurgery Service,653,541,462,191,180,537,142,3298,2536,166,564,1972,1
202299,31MAR23,01APR22,31MAR23,219,Paediatric Plastic Surgery Service,1732,1528,857,875,793,1705,579,10019,7861,548,2854,5007,1
202299,31MAR23,01APR22,31MAR23,220,Paediatric Burns Care Service,301,246,172,129,116,292,137,3296,2804,106,513,2291,1
202299,31MAR23,01APR22,31MAR23,221,Paediatric Cardiac Surgery Service,296,251,289,7,5,177,9,199,156,10,77,79,1
202299,31MAR23,01APR22,31MAR23,222,Paediatric Thoracic Surgery Service,6,6,6,0,0,4,0,47,33,3,20,13,1
202299,31MAR23,01APR22,31MAR23,223,Paediatric Epilepsy Service,65,47,39,26,22,58,13,6350,4629,359,865,3764,1
202299,31MAR23,01APR22,31MAR23,240,Paediatric Palliative Medicine Service,,,,,,,,30,21,1,1,20,1
202299,31MAR23,01APR22,31MAR23,241,Paediatric Pain Management Service,77,77,0,77,77,77,0,462,351,26,81,267,1
202299,31MAR23,01APR22,31MAR23,242,Paediatric Intensive Care Service,774,616,773,1,1,380,279,217,195,22,12,183,1
202299,31MAR23,01APR22,31MAR23,251,Paediatric Gastroenterology Service,2980,2739,521,2459,2358,2909,163,15460,9942,938,2126,7816,1
202299,31MAR23,01APR22,31MAR23,252,Paediatric Endocrinology Service,1053,948,194,859,810,1037,39,12619,8634,861,1719,6915,1
202299,31MAR23,01APR22,31MAR23,253,Paediatric Clinical Haematology Service,2633,2211,707,1926,1803,2530,358,10311,7698,489,1183,6515,1
202299,31MAR23,01APR22,31MAR23,254,Paediatric Audio Vestibular Medicine Service,31,28,1,30,27,30,0,10569,7319,823,3245,4074,1
202299,31MAR23,01APR22,31MAR23,255,Paediatric Clinical Immunology and Allergy Service,1244,1035,61,1183,989,1234,12,12548,8436,972,3136,5300,1
202299,31MAR23,01APR22,31MAR23,256,Paediatric Infectious Diseases Service,123,54,55,68,35,90,22,1127,709,156,282,427,1
202299,31MAR23,01APR22,31MAR23,257,Paediatric Dermatology Service,354,249,21,333,237,353,4,21087,13787,1789,4981,8806,1
202299,31MAR23,01APR22,31MAR23,258,Paediatric Respiratory Medicine Service,1699,1179,1393,306,267,1520,420,19871,13159,1587,3715,9444,1
202299,31MAR23,01APR22,31MAR23,259,Paediatric Nephrology Service,1031,842,287,744,667,984,126,7447,5462,401,700,4762,1
202299,31MAR23,01APR22,31MAR23,260,Paediatric Medical Oncology Service,3957,3251,1296,2661,2446,3842,604,8434,6729,254,384,6345,1
202299,31MAR23,01APR22,31MAR23,261,Paediatric Inherited Metabolic Medicine Service,225,167,76,149,135,221,29,2212,1566,139,253,1313,1
202299,31MAR23,01APR22,31MAR23,262,Paediatric Rheumatology Service,1027,881,74,953,828,1016,19,6453,4688,310,932,3750,1
202299,31MAR23,01APR22,31MAR23,263,Paediatric Diabetes Service,91,16,77,14,10,70,46,14801,10974,972,419,10555,1
202299,31MAR23,01APR22,31MAR23,264,Paediatric Cystic Fibrosis Service,78,59,42,36,28,73,12,1734,1340,53,33,1307,1
202299,31MAR23,01APR22,31MAR23,270,Paediatric Emergency Medicine Service,72,11,68,4,1,70,65,19,19,0,0,19,1
202299,31MAR23,01APR22,31MAR23,280,Paediatric Interventional Radiology Service,52,51,30,22,22,35,0,314,260,4,16,244,1
202299,31MAR23,01APR22,31MAR23,290,Community Paediatric Service,79,57,31,48,47,79,21,35670,28344,2382,6383,21953,1
202299,31MAR23,01APR22,31MAR23,291,Paediatric Neurodisability Service,44,41,13,31,31,42,2,9159,7015,529,1770,5245,1
202299,31MAR23,01APR22,31MAR23,300,General Internal Medicine Service,314117,90599,294372,19745,16143,220973,197757,109926,92219,5092,39447,52605,1
202299,31MAR23,01APR22,31MAR23,301,Gastroenterology Service,144834,123349,26507,118327,112271,124710,4228,259851,188235,18268,69110,118858,1
202299,31MAR23,01APR22,31MAR23,302,Endocrinology Service,13939,5703,10536,3403,3119,6560,2998,105581,69785,8189,18197,51586,1
202299,31MAR23,01APR22,31MAR23,303,Clinical Haematology Service,62764,56349,7862,54902,51969,60500,3168,258541,199556,11327,22748,176801,1
202299,31MAR23,01APR22,31MAR23,304,Clinical Physiology Service,32,27,5,27,27,31,4,66071,53304,3755,32965,20339,1
202299,31MAR23,01APR22,31MAR23,305,Clinical Pharmacology Service,484,197,426,58,57,324,233,1719,1079,169,255,824,1
202299,31MAR23,01APR22,31MAR23,306,Hepatology Service,3924,2621,2115,1809,1589,2469,245,52836,35562,5705,8827,26583,1
202299,31MAR23,01APR22,31MAR23,307,Diabetes Service,6080,1960,5534,546,505,2505,1918,140708,100002,13732,16344,83654,1
202299,31MAR23,01APR22,31MAR23,308,Blood and Marrow Transplantation Service,733,599,312,421,383,658,54,4230,3379,139,166,3213,1
202299,31MAR23,01APR22,31MAR23,309,Haemophilia Service,339,310,43,296,284,337,34,5863,4134,629,516,3618,1
202299,31MAR23,01APR22,31MAR23,310,Audio Vestibular Medicine Service,5,3,1,4,2,4,1,41720,31598,1930,10648,20950,1
202299,31MAR23,01APR22,31MAR23,311,Clinical Genetics Service,11,7,2,9,6,11,0,10917,8743,573,5408,3335,1
202299,31MAR23,01APR22,31MAR23,313,Clinical Immunology and Allergy Service,845,754,12,833,743,842,6,7072,4780,634,1643,3137,1
202299,31MAR23,01APR22,31MAR23,314,Rehabilitation Medicine Service,4213,2083,4023,190,65,2161,306,27220,20040,1936,4684,15356,1
202299,31MAR23,01APR22,31MAR23,315,Palliative Medicine Service,943,201,927,16,11,391,229,15650,14081,437,2481,11600,1
202299,31MAR23,01APR22,31MAR23,316,Clinical Immunology Service,829,808,13,816,798,827,1,4439,2989,302,517,2472,1
202299,31MAR23,01APR22,31MAR23,317,Allergy Service,991,943,13,978,932,991,3,12373,8680,926,4103,4577,1
202299,31MAR23,01APR22,31MAR23,318,Intermediate Care Service,1400,350,1400,0,0,643,83,31193,30608,417,5816,24792,1
202299,31MAR23,01APR22,31MAR23,319,Respite Care Service,258,2,258,0,0,258,1,4,1,2,0,1,1
202299,31MAR23,01APR22,31MAR23,320,Cardiology Service,58610,37191,41146,17464,16018,33832,11570,444869,333108,28537,141231,191861,1
202299,31MAR23,01APR22,31MAR23,321,Paediatric Cardiology Service,1091,950,642,449,406,870,93,24921,17698,1587,5463,12234,1
202299,31MAR23,01APR22,31MAR23,322,Clinical Microbiology Service,52,42,24,28,21,46,9,2796,2152,323,1381,771,1
202299,31MAR23,01APR22,31MAR23,323,Spinal Injuries Service,274,208,206,68,61,222,13,2817,2135,134,246,1889,1
202299,31MAR23,01APR22,31MAR23,324,Anticoagulant Service,4,4,1,3,3,4,1,69215,59128,4358,5428,53700,1
202299,31MAR23,01APR22,31MAR23,325,Sport and Exercise Medicine Service,1137,149,1133,4,4,996,990,1864,1135,203,462,673,1
202299,31MAR23,01APR22,31MAR23,326,Acute Internal Medicine Service,20296,5245,19448,848,483,14949,13891,8094,7598,234,4782,2816,1
202299,31MAR23,01APR22,31MAR23,327,Cardiac Rehabilitation Service,4,0,4,0,0,1,1,14193,11204,907,1811,9393,1
202299,31MAR23,01APR22,31MAR23,328,Stroke Medicine Service,13327,6800,13309,18,15,6294,5951,11418,8518,732,4281,4236,1
202299,31MAR23,01APR22,31MAR23,329,Transient Ischaemic Attack Service,252,156,163,89,48,207,110,10417,8881,373,7411,1470,1
202299,31MAR23,01APR22,31MAR23,330,Dermatology Service,15036,14073,255,14781,13903,14984,50,421078,310276,23947,103508,206646,1
202299,31MAR23,01APR22,31MAR23,331,Congenital Heart Disease Service,325,135,267,58,57,188,92,7412,4889,484,782,4107,1
202299,31MAR23,01APR22,31MAR23,333,Rare Disease Service,,,,,,,,27,22,0,22,0,1
202299,31MAR23,01APR22,31MAR23,340,Respiratory Medicine Service,49337,17968,42224,7113,6074,18400,10105,280568,196041,22655,68959,127077,1
202299,31MAR23,01APR22,31MAR23,341,Respiratory Physiology Service,1326,870,781,545,138,1295,13,67521,50527,5798,19344,31183,1
202299,31MAR23,01APR22,31MAR23,342,Pulmonary Rehabilitation Service,,,,,,,,4732,3467,328,549,2918,1
202299,31MAR23,01APR22,31MAR23,343,Adult Cystic Fibrosis Service,454,212,238,216,106,388,64,2779,1987,259,116,1871,1
202299,31MAR23,01APR22,31MAR23,344,Complex Specialised Rehabilitation Service,33,14,32,1,1,10,1,490,357,32,87,270,1
202299,31MAR23,01APR22,31MAR23,345,Specialist Rehabilitation Service,14,10,14,0,0,7,1,1312,1063,138,66,997,1
202299,31MAR23,01APR22,31MAR23,346,Local Specialist Rehabilitation Service,9,1,9,0,0,0,0,465,352,28,22,330,1
202299,31MAR23,01APR22,31MAR23,347,Sleep Medicine Service,24,23,24,0,0,24,0,7132,4945,831,894,4051,1
202299,31MAR23,01APR22,31MAR23,348,Post-COVID-19 Syndrome Service,1,0,1,0,0,1,1,2169,1563,210,450,1113,1
202299,31MAR23,01APR22,31MAR23,350,Infectious Diseases Service,3941,1697,2988,953,733,1749,722,27849,21373,3018,6682,14691,1
202299,31MAR23,01APR22,31MAR23,352,Tropical Medicine Service,39,22,39,0,0,14,14,1101,823,67,404,419,1
202299,31MAR23,01APR22,31MAR23,360,Genitourinary Medicine Service,106,73,32,74,60,90,17,14350,10186,1841,1328,8858,1
202299,31MAR23,01APR22,31MAR23,361,Renal Medicine Service,15668,9832,10819,4849,4345,9293,3242,129116,96987,8272,10301,86686,1
202299,31MAR23,01APR22,31MAR23,370,Medical Oncology Service,41794,37036,5612,36182,34016,40867,3498,235690,194708,4959,15077,179586,1
202299,31MAR23,01APR22,31MAR23,371,Nuclear Medicine Service,74,72,21,53,52,72,1,4015,2715,102,940,1775,1
202299,31MAR23,01APR22,31MAR23,400,Neurology Service,15754,13403,5420,10334,9947,13976,2230,209875,141629,15640,45524,95932,1
202299,31MAR23,01APR22,31MAR23,401,Clinical Neurophysiology Service,147,143,47,100,99,146,2,26043,20884,1587,18763,2121,1
202299,31MAR23,01APR22,31MAR23,410,Rheumatology Service,14158,12585,1599,12559,11795,13540,439,275615,192678,15015,32483,160192,1
202299,31MAR23,01APR22,31MAR23,420,Paediatric Service,72712,12546,67625,5087,3685,68526,57538,215563,159444,16207,78010,81421,1
202299,31MAR23,01APR22,31MAR23,421,Paediatric Neurology Service,1110,883,323,787,668,1042,115,11841,8513,759,2251,6262,1
202299,31MAR23,01APR22,31MAR23,422,Neonatal Critical Care Service,12383,5118,12372,11,10,9482,700,9510,7205,592,2625,4580,1
202299,31MAR23,01APR22,31MAR23,424,Well Baby Service,33116,1852,33113,3,3,32601,276,3143,2446,275,1026,1420,1
202299,31MAR23,01APR22,31MAR23,430,Elderly Medicine Service,74579,20872,73253,1326,1014,25896,23659,42500,29440,2644,12476,16961,1
202299,31MAR23,01APR22,31MAR23,431,Orthogeriatric Medicine Service,31,6,31,0,0,0,0,,,,,,
202299,31MAR23,01APR22,31MAR23,450,Dental Medicine Service,452,431,5,447,428,450,2,11931,7813,930,2381,5432,1
202299,31MAR23,01APR22,31MAR23,451,Special Care Dentistry Service,66,63,2,64,61,66,0,523,325,53,97,228,1
202299,31MAR23,01APR22,31MAR23,460,Medical Ophthalmology Service,829,827,1,828,826,829,0,12636,9696,1102,1788,7908,1
202299,31MAR23,01APR22,31MAR23,461,Ophthalmic and Vision Science Service,,,,,,,,940,673,42,172,501,1
202299,31MAR23,01APR22,31MAR23,499,"Non-UK Provider; specialty function not known, tre",10,0,10,0,0,10,9,,,,,,
202299,31MAR23,01APR22,31MAR23,501,Obstetrics Service,83511,42443,83010,501,325,81208,1393,370053,295517,21969,75350,220107,1
202299,31MAR23,01APR22,31MAR23,502,Gynaecology Service,44997,28709,28257,16740,15077,43536,18299,419577,308347,22641,149761,158569,1
202299,31MAR23,01APR22,31MAR23,503,Gynaecological Oncology Service,1879,1647,1337,542,508,1765,144,31021,22561,1431,10633,11927,1
202299,31MAR23,01APR22,31MAR23,505,Fetal Medicine Service,13,10,6,7,7,12,0,4911,4205,222,1105,3100,1
202299,31MAR23,01APR22,31MAR23,560,Midwifery Service,18075,6064,18054,21,12,17204,188,380111,299721,21250,56227,243494,1
202299,31MAR23,01APR22,31MAR23,650,Physiotherapy Service,57,51,9,48,47,57,7,494072,385313,39415,103228,282070,1
202299,31MAR23,01APR22,31MAR23,651,Occupational Therapy Service,1,1,0,1,1,1,0,58375,47627,4147,13998,33629,1
202299,31MAR23,01APR22,31MAR23,652,Speech and Language Therapy Service,1,0,1,0,0,0,0,18108,15139,811,3623,11489,1
202299,31MAR23,01APR22,31MAR23,653,Podiatry Service,187,171,3,184,169,187,0,55489,44304,3156,7076,37228,1
202299,31MAR23,01APR22,31MAR23,654,Dietetics Service,2,1,1,1,1,2,0,72524,57991,5485,16965,41005,1
202299,31MAR23,01APR22,31MAR23,655,Orthoptics Service,7,7,1,6,6,6,0,56179,39382,6011,10214,29166,1
202299,31MAR23,01APR22,31MAR23,656,Clinical Psychology Service,14,3,13,1,1,10,8,17780,13956,1251,2477,11479,1
202299,31MAR23,01APR22,31MAR23,657,Prosthetics Service,,,,,,,,2610,1947,133,257,1047,1
202299,31MAR23,01APR22,31MAR23,658,Orthotics Service,,,,,,,,33604,25312,2191,8534,16778,1
202299,31MAR23,01APR22,31MAR23,659,Dramatherapy Service,,,,,,,,12,12,0,0,12,1
202299,31MAR23,01APR22,31MAR23,662,Optometry Service,2,2,2,0,0,2,2,10798,8045,934,2877,5168,1
202299,31MAR23,01APR22,31MAR23,663,Podiatric Surgery Service,258,246,3,255,243,258,0,3648,2363,184,470,1893,1
202299,31MAR23,01APR22,31MAR23,675,Cardiac Physiology Service,,,,,,,,8198,6522,395,3329,3193,1
202299,31MAR23,01APR22,31MAR23,677,Gastrointestinal Physiology Service,25,25,0,25,25,25,0,1316,874,82,192,682,1
202299,31MAR23,01APR22,31MAR23,700,Learning Disability Service,154,0,134,20,0,144,9,11283,9400,928,2542,6858,1
202299,31MAR23,01APR22,31MAR23,710,Adult Mental Health Service,3734,23,3732,2,1,2749,2037,117311,92605,12529,12023,80582,1
202299,31MAR23,01APR22,31MAR23,711,Child and Adolescent Psychiatry Service,87,1,85,2,0,68,27,42352,36082,2574,5147,30935,1
202299,31MAR23,01APR22,31MAR23,712,Forensic Psychiatry Service,142,0,142,0,0,55,17,2140,1862,136,174,1688,1
202299,31MAR23,01APR22,31MAR23,713,Medical Psychotherapy Service,27,8,19,8,8,11,3,5956,4580,529,557,4023,1
202299,31MAR23,01APR22,31MAR23,715,Old Age Psychiatry Service,553,4,553,0,0,424,222,16904,14062,748,2734,11328,1
202299,31MAR23,01APR22,31MAR23,720,Eating Disorders Service,6,0,6,0,0,6,0,1928,1508,99,157,1351,1
202299,31MAR23,01APR22,31MAR23,721,Addiction Service,24,0,24,0,0,24,5,285,198,78,43,155,1
202299,31MAR23,01APR22,31MAR23,722,Liaison Psychiatry Service,1,0,1,0,0,1,1,1227,1058,75,346,712,1
202299,31MAR23,01APR22,31MAR23,723,Psychiatric Intensive Care Service,37,0,37,0,0,13,5,62,49,7,10,39,1
202299,31MAR23,01APR22,31MAR23,724,Perinatal Mental Health Service,12,0,12,0,0,10,4,837,486,128,38,448,1
202299,31MAR23,01APR22,31MAR23,725,Mental Health Recovery and Rehabilitation Service,2,0,2,0,0,2,1,418,256,47,28,228,1
202299,31MAR23,01APR22,31MAR23,727,Dementia Assessment Service,,,,,,,,935,775,20,93,682,1
202299,31MAR23,01APR22,31MAR23,800,Clinical Oncology Service,39086,34653,5389,33697,31905,37843,2948,277539,237389,5394,28214,209171,1
202299,31MAR23,01APR22,31MAR23,811,Interventional Radiology Service,7342,6694,1772,5570,5221,6264,142,7397,6116,335,3561,2555,1
202299,31MAR23,01APR22,31MAR23,812,Diagnostic Imaging Service,1340,1217,121,1219,1137,1298,38,492516,468470,4711,234480,233990,1
202299,31MAR23,01APR22,31MAR23,822,Chemical Pathology Service,294,287,6,288,284,294,4,8389,5699,687,1822,3877,1
202299,31MAR23,01APR22,31MAR23,834,Medical Virology Service,64,64,1,63,63,64,0,2759,1922,463,460,1462,1
202299,31MAR23,01APR22,31MAR23,840,Audiology Service,4,3,0,4,3,4,0,168913,148314,7980,60585,87729,1
202299,31MAR23,01APR22,31MAR23,920,Diabetic Education Service,,,,,,,,423,354,44,90,264,1
202299,28FEB23,01APR22,31MAR23,&,Not Known,1369,640,1224,145,130,1244,167,72992,58621,7189,32094,26527,1
202299,28FEB23,01APR22,31MAR23,100,General Surgery Service,102474,69338,64442,38032,35431,92070,46814,209260,163702,11494,65512,98093,1
202299,28FEB23,01APR22,31MAR23,101,Urology Service,54243,43267,23784,30459,27450,50591,11451,329201,242400,18918,73780,168615,1
202299,28FEB23,01APR22,31MAR23,102,Transplant Surgery Service,1129,859,817,312,281,911,317,10387,8023,595,835,7188,1
202299,28FEB23,01APR22,31MAR23,103,Breast Surgery Service,6157,5833,1743,4414,4238,6063,94,146675,118843,5782,57134,61691,1
202299,28FEB23,01APR22,31MAR23,104,Colorectal Surgery Service,27968,24136,8158,19810,18940,25839,3213,113753,87824,6379,41710,46111,1
202299,28FEB23,01APR22,31MAR23,105,Hepatobiliary and Pancreatic Surgery Service,2670,1833,2294,376,339,1919,671,9834,7671,556,2114,5557,1
202299,28FEB23,01APR22,31MAR23,106,Upper Gastrointestinal Surgery Service,8437,6342,4266,4171,3813,7301,2050,22114,16516,1371,7231,9285,1
202299,28FEB23,01APR22,31MAR23,107,Vascular Surgery Service,8040,6250,5302,2738,2455,6799,2296,58645,41690,4050,19017,22658,1
202299,28FEB23,01APR22,31MAR23,108,Spinal Surgery Service,4316,3598,2449,1867,1775,3955,718,32188,25170,1724,8739,16431,1
202299,28FEB23,01APR22,31MAR23,109,Bariatric Surgery Service,147,136,121,26,23,144,4,3405,2063,307,400,1663,1
202299,28FEB23,01APR22,31MAR23,110,Trauma and Orthopaedic Service,76793,64963,48738,28055,26422,69780,20330,664535,529847,37627,187487,342347,1
202299,28FEB23,01APR22,31MAR23,111,Orthopaedic Service,629,529,306,323,269,610,78,4260,2652,242,469,2183,1
202299,28FEB23,01APR22,31MAR23,113,Endocrine Surgery Service,53,53,52,1,1,53,0,868,483,57,144,339,1
202299,28FEB23,01APR22,31MAR23,115,Trauma Surgery Service,195,162,175,20,16,179,134,3244,2399,284,1009,1390,1
202299,28FEB23,01APR22,31MAR23,120,Ear Nose and Throat Service,21039,15627,11342,9697,8923,20127,7196,279686,200996,19833,89851,111141,1
202299,28FEB23,01APR22,31MAR23,130,Ophthalmology Service,79175,76248,2179,76996,74422,78628,1060,891192,672333,55210,173869,496636,1
202299,28FEB23,01APR22,31MAR23,140,Oral Surgery Service,10643,9723,1665,8978,8435,10388,668,86832,62935,6860,29426,33509,1
202299,28FEB23,01APR22,31MAR23,141,Restorative Dentistry Service,506,484,11,495,476,503,2,45785,33519,2854,4813,28706,1
202299,28FEB23,01APR22,31MAR23,142,Paediatric Dentistry Service,1975,1718,40,1935,1680,1974,4,13663,9653,1233,2993,6660,1
202299,28FEB23,01APR22,31MAR23,143,Orthodontic Service,58,53,6,52,50,58,2,68248,50917,4009,4475,46424,1
202299,28FEB23,01APR22,31MAR23,144,Maxillofacial Surgery Service,7060,6159,2185,4875,4510,6938,1230,54921,39401,3996,14972,24427,1
202299,28FEB23,01APR22,31MAR23,145,Oral and Maxillofacial Surgery Service,1377,1159,427,950,857,1325,296,10161,7243,985,3087,4156,1
202299,28FEB23,01APR22,31MAR23,150,Neurosurgical Service,6569,5279,5516,1053,953,5347,1862,43684,30757,2388,10054,20703,1
202299,28FEB23,01APR22,31MAR23,160,Plastic Surgery Service,17755,15950,4844,12911,12100,17331,2947,103707,77975,5983,24273,53702,1
202299,28FEB23,01APR22,31MAR23,161,Burns Care Service,421,264,364,57,49,371,268,6220,5000,361,1266,3734,1
202299,28FEB23,01APR22,31MAR23,170,Cardiothoracic Surgery Service,740,594,727,13,8,519,78,4791,3587,185,1118,2469,1
202299,28FEB23,01APR22,31MAR23,171,Paediatric Surgery Service,3759,2930,2039,1720,1573,3446,1091,18676,13285,1267,5651,7634,1
202299,28FEB23,01APR22,31MAR23,172,Cardiac Surgery Service,2294,1884,2255,39,30,1669,257,7238,5809,272,1659,4150,1
202299,28FEB23,01APR22,31MAR23,173,Thoracic Surgery Service,2270,1918,2117,153,123,2032,310,7783,6084,422,1844,4240,1
202299,28FEB23,01APR22,31MAR23,174,Cardiothoracic Transplantation Service,188,162,138,50,47,176,44,1421,1029,41,39,990,1
202299,28FEB23,01APR22,31MAR23,180,Emergency Medicine Service,35723,7734,35623,100,78,35087,34927,15739,14129,731,9631,4498,1
202299,28FEB23,01APR22,31MAR23,190,Anaesthetic Service,1439,866,606,833,480,1122,209,88647,71608,3701,23113,48491,1
202299,28FEB23,01APR22,31MAR23,191,Pain Management Service,10855,10402,193,10662,10251,10717,58,74933,54879,5931,14816,40063,1
202299,28FEB23,01APR22,31MAR23,192,Intensive Care Medicine Service,3584,2145,3565,19,17,1439,1318,1637,1097,138,447,650,1
202299,28FEB23,01APR22,31MAR23,199,"Non-UK Provider; specialty function not known, tre",805,0,797,8,0,235,111,71,1,12,0,1,1
202299,28FEB23,01APR22,31MAR23,211,Paediatric Urology Service,1375,1231,313,1062,961,1356,73,9848,6576,924,2283,4293,1
202299,28FEB23,01APR22,31MAR23,212,Paediatric Transplantation Surgery Service,7,7,4,3,3,7,1,109,84,7,1,83,1
202299,28FEB23,01APR22,31MAR23,213,Paediatric Gastrointestinal Surgery Service,4,2,0,4,2,4,0,17,14,0,12,2,1
202299,28FEB23,01APR22,31MAR23,214,Paediatric Trauma and Orthopaedic Service,1744,1503,1049,695,617,1673,414,36652,26563,2708,10973,15590,1
202299,28FEB23,01APR22,31MAR23,215,Paediatric Ear Nose and Throat Service,2430,2081,990,1440,1337,2377,320,22167,14374,1771,6896,7478,1
202299,28FEB23,01APR22,31MAR23,216,Paediatric Ophthalmology Service,585,552,63,522,496,582,9,46327,30865,4847,9072,21793,1
202299,28FEB23,01APR22,31MAR23,217,Paediatric Oral and Maxillofacial Surgery Service,384,333,176,208,197,381,126,2206,1598,162,622,976,1
202299,28FEB23,01APR22,31MAR23,218,Paediatric Neurosurgery Service,633,539,430,203,184,520,119,3186,2439,143,578,1861,1
202299,28FEB23,01APR22,31MAR23,219,Paediatric Plastic Surgery Service,1440,1242,703,737,661,1419,462,8878,7107,529,2469,4638,1
202299,28FEB23,01APR22,31MAR23,220,Paediatric Burns Care Service,270,204,161,109,77,267,117,2947,2524,95,469,2055,1
202299,28FEB23,01APR22,31MAR23,221,Paediatric Cardiac Surgery Service,304,250,292,12,12,176,9,211,172,14,80,92,1
202299,28FEB23,01APR22,31MAR23,222,Paediatric Thoracic Surgery Service,7,6,6,1,1,5,0,58,44,3,25,19,1
202299,28FEB23,01APR22,31MAR23,223,Paediatric Epilepsy Service,35,25,22,13,12,32,8,5517,4071,377,716,3354,1
202299,28FEB23,01APR22,31MAR23,240,Paediatric Palliative Medicine Service,1,0,1,0,0,0,0,22,12,0,2,10,1
202299,28FEB23,01APR22,31MAR23,241,Paediatric Pain Management Service,100,100,0,100,100,100,0,338,239,27,56,180,1
202299,28FEB23,01APR22,31MAR23,242,Paediatric Intensive Care Service,778,616,777,1,1,366,280,155,146,9,14,132,1
202299,28FEB23,01APR22,31MAR23,251,Paediatric Gastroenterology Service,2541,2310,448,2093,1981,2486,123,13198,8930,825,2064,6866,1
202299,28FEB23,01APR22,31MAR23,252,Paediatric Endocrinology Service,990,879,151,839,785,974,32,11200,7912,784,1626,6286,1
202299,28FEB23,01APR22,31MAR23,253,Paediatric Clinical Haematology Service,2035,1717,533,1502,1417,1970,252,8982,6712,456,1090,5622,1
202299,28FEB23,01APR22,31MAR23,254,Paediatric Audio Vestibular Medicine Service,48,42,4,44,38,48,0,9688,6711,811,2915,3796,1
202299,28FEB23,01APR22,31MAR23,255,Paediatric Clinical Immunology and Allergy Service,1168,977,42,1126,945,1159,9,11240,7459,845,2805,4654,1
202299,28FEB23,01APR22,31MAR23,256,Paediatric Infectious Diseases Service,138,66,73,65,45,97,25,1155,792,122,313,479,1
202299,28FEB23,01APR22,31MAR23,257,Paediatric Dermatology Service,310,220,19,291,206,307,7,18289,11928,1435,4198,7730,1
202299,28FEB23,01APR22,31MAR23,258,Paediatric Respiratory Medicine Service,1544,1071,1235,309,266,1373,360,17374,11330,1577,3360,7970,1
202299,28FEB23,01APR22,31MAR23,259,Paediatric Nephrology Service,892,722,252,640,578,844,96,6825,5160,343,709,4451,1
202299,28FEB23,01APR22,31MAR23,260,Paediatric Medical Oncology Service,3711,3061,1252,2459,2242,3606,570,8083,6655,233,350,6305,1
202299,28FEB23,01APR22,31MAR23,261,Paediatric Inherited Metabolic Medicine Service,216,164,67,149,131,206,21,1683,1228,98,163,1065,1
202299,28FEB23,01APR22,31MAR23,262,Paediatric Rheumatology Service,868,750,70,798,699,852,15,5372,3979,264,771,3202,1
202299,28FEB23,01APR22,31MAR23,263,Paediatric Diabetes Service,96,13,86,10,6,76,51,13446,10038,889,376,9662,1
202299,28FEB23,01APR22,31MAR23,264,Paediatric Cystic Fibrosis Service,73,45,45,28,11,69,13,1653,1222,58,33,1188,1
202299,28FEB23,01APR22,31MAR23,270,Paediatric Emergency Medicine Service,49,8,49,0,0,48,47,8,8,0,0,8,1
202299,28FEB23,01APR22,31MAR23,280,Paediatric Interventional Radiology Service,46,45,25,21,21,31,0,266,214,3,10,204,1
202299,28FEB23,01APR22,31MAR23,290,Community Paediatric Service,66,45,23,43,40,65,20,30949,24452,2231,5849,18598,1
202299,28FEB23,01APR22,31MAR23,291,Paediatric Neurodisability Service,39,39,9,30,30,37,1,7880,6043,478,1694,4349,1
202299,28FEB23,01APR22,31MAR23,300,General Internal Medicine Service,280061,86199,262035,18026,14902,197556,176379,98579,83581,4459,36141,47299,1
