PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202604,31JUL26,01APR26,31MAR27,&,Not Known,1590,261,1576,14,10,1158,268,57486,31405,7330,4485,26698,1
202604,31JUL26,01APR26,31MAR27,100,General Surgery Service,114582,52181,75110,39472,28555,102324,55491,212233,162852,10898,67920,94926,1
202604,31JUL26,01APR26,31MAR27,101,Urology Service,66473,35178,30019,36454,23006,61895,15956,393112,288542,21715,90351,198182,1
202604,31JUL26,01APR26,31MAR27,102,Transplant Surgery Service,1576,847,1187,389,284,1183,385,14808,11954,820,1144,10810,1
202604,31JUL26,01APR26,31MAR27,103,Breast Surgery Service,7840,4912,1769,6071,3916,7696,105,181757,144164,6570,68763,75401,1
202604,31JUL26,01APR26,31MAR27,104,Colorectal Surgery Service,32663,18938,9619,23044,15469,29975,3518,143718,108758,7129,51520,57238,1
202604,31JUL26,01APR26,31MAR27,105,Hepatobiliary and Pancreatic Surgery Service,4037,1571,3318,719,363,2873,1023,15093,11239,766,3460,7776,1
202604,31JUL26,01APR26,31MAR27,106,Upper Gastrointestinal Surgery Service,10277,5567,4874,5403,3684,8834,1988,29818,21057,1647,10419,10638,1
202604,31JUL26,01APR26,31MAR27,107,Vascular Surgery Service,9779,4797,5631,4148,2232,8529,2317,72331,51180,4283,24827,26353,1
202604,31JUL26,01APR26,31MAR27,108,Spinal Surgery Service,6323,3742,3316,3007,2190,5857,947,46176,34307,1916,12242,22064,1
202604,31JUL26,01APR26,31MAR27,109,Bariatric Surgery Service,387,165,301,86,43,385,6,7532,4623,566,1023,3600,1
202604,31JUL26,01APR26,31MAR27,110,Trauma and Orthopaedic Service,91008,54506,56795,34213,24365,83004,24144,809986,632885,39908,233573,399293,1
202604,31JUL26,01APR26,31MAR27,111,Orthopaedic Service,3128,1952,1743,1385,866,2924,484,19435,14006,991,4823,9183,1
202604,31JUL26,01APR26,31MAR27,113,Endocrine Surgery Service,97,40,91,6,0,93,0,1090,555,40,147,408,1
202604,31JUL26,01APR26,31MAR27,115,Trauma Surgery Service,1015,386,891,124,31,825,594,7155,5899,479,2559,3340,1
202604,31JUL26,01APR26,31MAR27,120,Ear Nose and Throat Service,26355,13054,12490,13865,8353,25390,7862,346390,244886,21841,114868,130016,1
202604,31JUL26,01APR26,31MAR27,130,Ophthalmology Service,82112,65674,2412,79700,64246,81465,1269,1081182,810073,58525,216354,593685,1
202604,31JUL26,01APR26,31MAR27,140,Oral Surgery Service,12503,7890,1480,11023,7259,12201,640,92445,64636,6719,28841,35795,1
202604,31JUL26,01APR26,31MAR27,141,Restorative Dentistry Service,484,188,63,421,187,482,0,38556,28078,2023,4707,23371,1
202604,31JUL26,01APR26,31MAR27,142,Paediatric Dentistry Service,2508,1622,126,2382,1592,2508,2,13650,9100,1195,3143,5957,1
202604,31JUL26,01APR26,31MAR27,143,Orthodontic Service,70,30,6,64,30,69,3,78653,57469,4463,4279,53189,1
202604,31JUL26,01APR26,31MAR27,144,Maxillofacial Surgery Service,8652,4181,2672,5980,2910,8369,1554,68317,46706,4525,18106,28600,1
202604,31JUL26,01APR26,31MAR27,145,Oral and Maxillofacial Surgery Service,3221,1433,832,2389,1158,3154,466,18905,13163,1258,5321,7839,1
202604,31JUL26,01APR26,31MAR27,150,Neurosurgical Service,7747,4037,6308,1439,849,6499,2152,49734,34283,2254,11519,22764,1
202604,31JUL26,01APR26,31MAR27,160,Plastic Surgery Service,23850,12631,6054,17796,10111,23277,3714,131521,99668,6549,33899,65769,1
202604,31JUL26,01APR26,31MAR27,161,Burns Care Service,469,175,421,48,26,418,320,7400,5672,474,1648,4024,1
202604,31JUL26,01APR26,31MAR27,170,Cardiothoracic Surgery Service,518,236,510,8,1,286,95,3390,2657,131,1230,1427,1
202604,31JUL26,01APR26,31MAR27,171,Paediatric Surgery Service,4736,2555,2747,1989,1261,4209,1399,19618,13593,1387,6047,7546,1
202604,31JUL26,01APR26,31MAR27,172,Cardiac Surgery Service,3301,1637,3240,61,32,2256,351,12033,9037,543,2755,6282,1
202604,31JUL26,01APR26,31MAR27,173,Thoracic Surgery Service,3191,1801,2916,275,143,2838,426,11114,9002,367,3016,5986,1
202604,31JUL26,01APR26,31MAR27,174,Cardiothoracic Transplantation Service,266,127,226,40,21,218,53,2294,1813,121,129,1684,1
202604,31JUL26,01APR26,31MAR27,180,Emergency Medicine Service,56225,8060,56010,215,109,55380,55046,23618,21066,1259,16503,4563,1
202604,31JUL26,01APR26,31MAR27,190,Anaesthetic Service,1405,733,654,751,533,1058,258,158870,128535,6620,51709,76826,1
202604,31JUL26,01APR26,31MAR27,191,Pain Management Service,13564,9528,237,13327,9370,13402,38,88641,64779,5964,20805,43785,1
202604,31JUL26,01APR26,31MAR27,192,Intensive Care Medicine Service,3642,1172,3620,22,18,1319,1183,2306,1631,157,753,878,1
202604,31JUL26,01APR26,31MAR27,199,"Non-UK Provider; specialty function not known, tre",27,27,0,27,27,27,0,54,53,0,36,17,1
202604,31JUL26,01APR26,31MAR27,211,Paediatric Urology Service,1888,1484,387,1501,1228,1847,94,10766,7198,845,2589,4609,1
202604,31JUL26,01APR26,31MAR27,212,Paediatric Transplantation Surgery Service,30,20,26,4,1,17,3,66,61,0,0,61,1
202604,31JUL26,01APR26,31MAR27,213,Paediatric Gastrointestinal Surgery Service,11,1,1,10,1,11,1,7,5,1,2,3,1
202604,31JUL26,01APR26,31MAR27,214,Paediatric Trauma and Orthopaedic Service,2520,1587,1474,1046,665,2371,623,47779,33806,3143,14401,19405,1
202604,31JUL26,01APR26,31MAR27,215,Paediatric Ear Nose and Throat Service,3581,2333,1155,2426,1632,3500,392,28134,17773,2225,8666,9107,1
202604,31JUL26,01APR26,31MAR27,216,Paediatric Ophthalmology Service,827,606,77,750,553,818,18,52153,33632,5238,9923,23709,1
202604,31JUL26,01APR26,31MAR27,217,Paediatric Oral and Maxillofacial Surgery Service,527,402,194,333,262,523,136,2669,1757,187,778,979,1
202604,31JUL26,01APR26,31MAR27,218,Paediatric Neurosurgery Service,871,558,633,238,185,705,224,3487,2613,174,674,1939,1
202604,31JUL26,01APR26,31MAR27,219,Paediatric Plastic Surgery Service,1944,1352,772,1172,848,1911,510,12595,9513,851,3797,5716,1
202604,31JUL26,01APR26,31MAR27,220,Paediatric Burns Care Service,346,194,223,123,68,336,163,4604,3860,228,849,3011,1
202604,31JUL26,01APR26,31MAR27,221,Paediatric Cardiac Surgery Service,294,204,279,15,10,168,7,170,148,6,65,83,1
202604,31JUL26,01APR26,31MAR27,222,Paediatric Thoracic Surgery Service,5,4,5,0,0,0,0,1,0,1,0,0,1
202604,31JUL26,01APR26,31MAR27,223,Paediatric Epilepsy Service,119,57,60,59,39,93,15,9432,7064,582,1360,5704,1
202604,31JUL26,01APR26,31MAR27,240,Paediatric Palliative Medicine Service,1,0,1,0,0,1,0,430,384,28,49,335,1
202604,31JUL26,01APR26,31MAR27,241,Paediatric Pain Management Service,115,114,1,114,114,114,0,485,392,15,77,313,1
202604,31JUL26,01APR26,31MAR27,242,Paediatric Intensive Care Service,696,346,695,1,0,231,172,1399,1360,37,27,1333,1
202604,31JUL26,01APR26,31MAR27,250,Paediatric Hepatology Service,228,73,75,153,18,223,18,143,135,8,3,132,1
202604,31JUL26,01APR26,31MAR27,251,Paediatric Gastroenterology Service,3897,2897,729,3168,2573,3647,183,16236,10788,1030,2804,7975,1
202604,31JUL26,01APR26,31MAR27,252,Paediatric Endocrinology Service,1156,803,178,978,698,1141,41,13835,9149,1059,2067,7082,1
202604,31JUL26,01APR26,31MAR27,253,Paediatric Clinical Haematology Service,3084,1865,702,2382,1591,2930,302,11118,8127,621,1224,6903,1
202604,31JUL26,01APR26,31MAR27,254,Paediatric Audio Vestibular Medicine Service,28,21,2,26,20,28,0,10758,7293,875,3105,4188,1
202604,31JUL26,01APR26,31MAR27,255,Paediatric Clinical Immunology and Allergy Service,1462,952,40,1422,932,1457,19,15374,10424,1058,3704,6720,1
202604,31JUL26,01APR26,31MAR27,256,Paediatric Infectious Diseases Service,140,48,84,56,27,93,30,1508,957,156,451,506,1
202604,31JUL26,01APR26,31MAR27,257,Paediatric Dermatology Service,421,250,59,362,233,403,11,21745,13556,1915,4881,8675,1
202604,31JUL26,01APR26,31MAR27,258,Paediatric Respiratory Medicine Service,1929,1129,1527,402,249,1581,231,21556,14480,1830,4370,10110,1
202604,31JUL26,01APR26,31MAR27,259,Paediatric Nephrology Service,1158,783,294,864,668,1111,120,7704,5428,451,852,4576,1
202604,31JUL26,01APR26,31MAR27,260,Paediatric Medical Oncology Service,4063,2268,1217,2846,1689,3952,546,8908,7079,272,521,6558,1
202604,31JUL26,01APR26,31MAR27,261,Paediatric Inherited Metabolic Medicine Service,331,273,76,255,238,322,25,2154,1429,125,250,1167,1
202604,31JUL26,01APR26,31MAR27,262,Paediatric Rheumatology Service,1183,897,105,1078,833,1173,31,6527,4324,349,997,3327,1
202604,31JUL26,01APR26,31MAR27,263,Paediatric Diabetes Service,103,36,43,60,34,96,30,15442,10828,1175,435,10393,1
202604,31JUL26,01APR26,31MAR27,264,Paediatric Cystic Fibrosis Service,59,34,30,29,15,57,6,1741,1243,72,58,1185,1
202604,31JUL26,01APR26,31MAR27,270,Paediatric Emergency Medicine Service,55,2,54,1,0,45,44,20,15,4,0,15,1
202604,31JUL26,01APR26,31MAR27,280,Paediatric Interventional Radiology Service,62,56,3,59,53,62,0,427,356,10,47,309,1
202604,31JUL26,01APR26,31MAR27,290,Community Paediatric Service,116,33,37,79,31,115,33,43659,35183,3214,8961,26222,1
202604,31JUL26,01APR26,31MAR27,291,Paediatric Neurodisability Service,52,46,9,43,40,50,1,7392,5442,510,1272,4170,1
202604,31JUL26,01APR26,31MAR27,300,General Internal Medicine Service,286145,47701,265188,20957,12367,193517,170055,133014,108197,6648,43283,64914,1
202604,31JUL26,01APR26,31MAR27,301,Gastroenterology Service,164438,103541,27728,136710,97260,142574,3690,301517,224137,18682,94643,129493,1
202604,31JUL26,01APR26,31MAR27,302,Endocrinology Service,16336,4401,11513,4823,2975,7675,2642,155850,115385,14176,24920,90465,1
202604,31JUL26,01APR26,31MAR27,303,Clinical Haematology Service,71463,45055,9718,61745,41644,68791,4522,277710,216138,11817,24995,191136,1
202604,31JUL26,01APR26,31MAR27,304,Clinical Physiology Service,11,6,5,6,6,9,3,86487,69230,4189,49014,20216,1
202604,31JUL26,01APR26,31MAR27,305,Clinical Pharmacology Service,192,116,169,23,21,86,36,1718,1025,168,397,628,1
202604,31JUL26,01APR26,31MAR27,306,Hepatology Service,5599,2619,2533,3066,1905,3890,385,77185,54214,7228,16157,38057,1
202604,31JUL26,01APR26,31MAR27,307,Diabetes Service,6348,1365,5358,990,764,2675,1649,146470,106423,14211,18216,88206,1
202604,31JUL26,01APR26,31MAR27,308,Blood and Marrow Transplantation Service,702,500,209,493,386,662,29,4817,3842,99,248,3594,1
202604,31JUL26,01APR26,31MAR27,309,Haemophilia Service,245,138,44,201,130,239,32,6579,4378,549,595,3783,1
202604,31JUL26,01APR26,31MAR27,310,Audio Vestibular Medicine Service,10,5,5,5,1,9,0,41451,29051,2271,10500,18551,1
202604,31JUL26,01APR26,31MAR27,311,Clinical Genetics Service,3,2,1,2,2,3,1,15724,12480,941,7877,4603,1
202604,31JUL26,01APR26,31MAR27,313,Clinical Immunology and Allergy Service,818,182,8,810,181,817,2,6138,4367,521,1426,2941,1
202604,31JUL26,01APR26,31MAR27,314,Rehabilitation Medicine Service,4523,1352,4453,70,48,2529,411,32677,26688,1262,5030,21658,1
202604,31JUL26,01APR26,31MAR27,315,Palliative Medicine Service,983,151,951,32,21,423,216,16842,14841,609,2778,12063,1
202604,31JUL26,01APR26,31MAR27,316,Clinical Immunology Service,1191,968,2,1189,966,1191,0,4938,3422,302,651,2771,1
202604,31JUL26,01APR26,31MAR27,317,Allergy Service,1477,1347,39,1438,1309,1477,1,12044,7940,944,3699,4241,1
202604,31JUL26,01APR26,31MAR27,318,Intermediate Care Service,1449,359,1449,0,0,949,68,82494,81885,293,11920,69965,1
202604,31JUL26,01APR26,31MAR27,319,Respite Care Service,106,3,106,0,0,106,0,,,,,,
202604,31JUL26,01APR26,31MAR27,320,Cardiology Service,64074,25166,44608,19466,12123,36726,12241,494205,380027,28348,185643,194363,1
202604,31JUL26,01APR26,31MAR27,321,Paediatric Cardiology Service,1200,840,714,486,381,901,131,26122,19122,1435,6071,13051,1
202604,31JUL26,01APR26,31MAR27,322,Clinical Microbiology Service,26,5,10,16,0,26,8,4844,3972,219,3483,489,1
202604,31JUL26,01APR26,31MAR27,323,Spinal Injuries Service,304,73,239,65,15,240,21,3696,2606,192,385,2221,1
202604,31JUL26,01APR26,31MAR27,324,Anticoagulant Service,8,5,2,6,3,7,1,68981,59383,4040,6720,52663,1
202604,31JUL26,01APR26,31MAR27,325,Sport and Exercise Medicine Service,176,76,176,0,0,144,135,2547,1662,196,720,939,1
202604,31JUL26,01APR26,31MAR27,326,Acute Internal Medicine Service,49746,8388,47553,2193,667,35504,32875,8614,8199,114,6059,2140,1
202604,31JUL26,01APR26,31MAR27,327,Cardiac Rehabilitation Service,1,0,1,0,0,1,1,21331,16167,1482,2713,13454,1
202604,31JUL26,01APR26,31MAR27,328,Stroke Medicine Service,16130,4737,16068,62,42,7757,7154,17611,13409,1149,6138,7269,1
202604,31JUL26,01APR26,31MAR27,329,Transient Ischaemic Attack Service,823,23,822,1,0,487,481,12075,10303,467,8518,1785,1
202604,31JUL26,01APR26,31MAR27,330,Dermatology Service,17752,10214,444,17308,10087,17703,92,485783,359941,22714,145080,214847,1
202604,31JUL26,01APR26,31MAR27,331,Congenital Heart Disease Service,136,75,92,44,30,118,14,6555,4457,370,876,3581,1
202604,31JUL26,01APR26,31MAR27,333,Rare Disease Service,,,,,,,,2,0,0,0,0,1
202604,31JUL26,01APR26,31MAR27,335,Inherited Metabolic Medicine Service,19,11,0,19,11,19,0,751,533,49,49,484,1
202604,31JUL26,01APR26,31MAR27,340,Respiratory Medicine Service,51485,11565,42474,9011,4949,19774,9497,310499,225377,24309,82238,143088,1
202604,31JUL26,01APR26,31MAR27,341,Respiratory Physiology Service,1451,762,688,763,257,1363,37,94295,70138,7639,33638,34815,1
202604,31JUL26,01APR26,31MAR27,342,Pulmonary Rehabilitation Service,0,0,0,0,0,0,0,4501,3242,259,664,2578,1
202604,31JUL26,01APR26,31MAR27,343,Adult Cystic Fibrosis Service,332,82,201,131,38,259,46,3377,2498,334,83,2415,1
202604,31JUL26,01APR26,31MAR27,344,Complex Specialised Rehabilitation Service,28,10,28,0,0,7,1,281,235,24,62,173,1
202604,31JUL26,01APR26,31MAR27,345,Specialist Rehabilitation Service,63,55,20,43,38,56,0,3592,2558,312,189,2369,1
202604,31JUL26,01APR26,31MAR27,346,Local Specialist Rehabilitation Service,52,6,52,0,0,39,0,547,411,60,24,387,1
202604,31JUL26,01APR26,31MAR27,347,Sleep Medicine Service,830,685,409,421,323,823,15,19871,16394,1727,5429,10959,1
202604,31JUL26,01APR26,31MAR27,348,Post-COVID-19 Syndrome Service,2,1,1,1,1,1,0,920,601,56,180,421,1
202604,31JUL26,01APR26,31MAR27,350,Infectious Diseases Service,4972,1391,3440,1532,792,2268,654,30178,22429,3402,4597,17832,1
202604,31JUL26,01APR26,31MAR27,352,Tropical Medicine Service,43,29,38,5,5,18,12,1612,1198,123,551,647,1
202604,31JUL26,01APR26,31MAR27,360,Genitourinary Medicine Service,33,15,20,13,13,19,6,14504,10643,1626,1361,9282,1
202604,31JUL26,01APR26,31MAR27,361,Renal Medicine Service,24359,13419,11873,12486,10050,17477,3339,134553,101108,8179,12157,88948,1
202604,31JUL26,01APR26,31MAR27,370,Medical Oncology Service,52895,37801,8226,44669,34556,51842,5568,289614,245987,6161,21046,224940,1
202604,31JUL26,01APR26,31MAR27,371,Nuclear Medicine Service,46,34,36,10,10,46,2,4695,3976,114,1656,2320,1
202604,31JUL26,01APR26,31MAR27,400,Neurology Service,14894,9345,3482,11412,8015,13377,1189,210779,142941,13626,47279,95662,1
202604,31JUL26,01APR26,31MAR27,401,Clinical Neurophysiology Service,145,81,16,129,72,145,2,32240,25891,2061,22010,3881,1
202604,31JUL26,01APR26,31MAR27,410,Rheumatology Service,18953,11650,1303,17650,11340,18192,348,264529,189680,13339,35871,153805,1
202604,31JUL26,01APR26,31MAR27,420,Paediatric Service,61359,8248,55627,5732,3028,57596,46019,217843,156990,16769,79733,77253,1
202604,31JUL26,01APR26,31MAR27,421,Paediatric Neurology Service,1317,878,453,864,666,1156,155,10787,7228,556,2140,5088,1
202604,31JUL26,01APR26,31MAR27,422,Neonatal Critical Care Service,12077,3117,12031,46,34,9182,707,10834,8258,757,3917,4341,1
202604,31JUL26,01APR26,31MAR27,424,Well Baby Service,35558,1484,35552,6,1,34437,289,2683,2276,158,703,1573,1
202604,31JUL26,01APR26,31MAR27,430,Elderly Medicine Service,79977,11761,76734,3243,1613,29981,25762,48277,35118,2861,15381,19737,1
202604,31JUL26,01APR26,31MAR27,431,Orthogeriatric Medicine Service,44,28,17,27,27,27,0,224,187,15,52,135,1
202604,31JUL26,01APR26,31MAR27,450,Dental Medicine Service,479,323,22,457,304,477,1,12760,8732,810,2626,6106,1
202604,31JUL26,01APR26,31MAR27,451,Special Care Dentistry Service,507,399,4,503,398,506,0,1653,1381,129,415,966,1
202604,31JUL26,01APR26,31MAR27,460,Medical Ophthalmology Service,95,49,7,88,49,94,6,16599,12041,920,1277,10764,1
202604,31JUL26,01APR26,31MAR27,461,Ophthalmic and Vision Science Service,,,,,,,,987,719,54,163,556,1
202604,31JUL26,01APR26,31MAR27,499,"Non-UK Provider; specialty function not known, tre",,,,,,,,2,2,0,0,2,1
202604,31JUL26,01APR26,31MAR27,501,Obstetrics Service,102747,29311,101351,1396,828,100359,1533,398644,311598,22401,71206,240386,1
202604,31JUL26,01APR26,31MAR27,502,Gynaecology Service,52348,21979,32677,19671,12441,50678,22099,463043,340945,21712,163301,177634,1
202604,31JUL26,01APR26,31MAR27,503,Gynaecological Oncology Service,2125,1250,1344,781,441,2014,124,31268,23483,1302,11093,12390,1
202604,31JUL26,01APR26,31MAR27,505,Fetal Medicine Service,18,12,16,2,2,18,3,10185,8968,468,2275,6693,1
202604,31JUL26,01APR26,31MAR27,560,Midwifery Service,19075,4289,18858,217,37,18329,332,501629,386347,29877,64462,321885,1
202604,31JUL26,01APR26,31MAR27,650,Physiotherapy Service,115,77,18,97,71,113,2,612169,479032,44542,138637,340282,1
202604,31JUL26,01APR26,31MAR27,651,Occupational Therapy Service,11,10,9,2,2,11,0,73420,59463,5003,18767,40690,1
202604,31JUL26,01APR26,31MAR27,652,Speech and Language Therapy Service,1,0,1,0,0,1,0,21935,17924,1101,5408,12516,1
202604,31JUL26,01APR26,31MAR27,653,Podiatry Service,121,94,0,121,94,121,0,60380,46952,3235,8221,38730,1
202604,31JUL26,01APR26,31MAR27,654,Dietetics Service,12,4,5,7,4,11,4,78147,60245,6997,20737,39480,1
202604,31JUL26,01APR26,31MAR27,655,Orthoptics Service,14,1,8,6,0,14,5,57296,39575,5960,11773,27802,1
202604,31JUL26,01APR26,31MAR27,656,Clinical Psychology Service,3,2,0,3,2,3,0,51162,42742,4337,5892,36850,1
202604,31JUL26,01APR26,31MAR27,657,Prosthetics Service,0,0,0,0,0,0,0,3496,2814,186,407,2407,1
202604,31JUL26,01APR26,31MAR27,658,Orthotics Service,3,1,2,1,1,1,0,41993,31170,2970,11276,19894,1
202604,31JUL26,01APR26,31MAR27,661,Music Therapy Service,,,,,,,,204,135,25,9,126,1
202604,31JUL26,01APR26,31MAR27,662,Optometry Service,1,0,1,0,0,1,1,10831,7999,896,2712,5287,1
202604,31JUL26,01APR26,31MAR27,663,Podiatric Surgery Service,338,187,3,335,184,338,0,4635,3207,206,836,2371,1
202604,31JUL26,01APR26,31MAR27,670,Urological Physiology Service,,,,,,,,1360,1029,55,332,697,1
202604,31JUL26,01APR26,31MAR27,673,Vascular Physiology Service,1,1,0,1,1,1,0,783,635,65,632,3,1
202604,31JUL26,01APR26,31MAR27,675,Cardiac Physiology Service,0,0,0,0,0,0,0,26696,21750,1707,11345,10401,1
202604,31JUL26,01APR26,31MAR27,677,Gastrointestinal Physiology Service,89,58,1,88,57,89,0,2083,1465,115,389,1076,1
202604,31JUL26,01APR26,31MAR27,700,Learning Disability Service,121,0,114,7,0,120,3,7724,6778,388,493,6285,1
202604,31JUL26,01APR26,31MAR27,710,Adult Mental Health Service,2732,10,2708,24,0,2104,1673,137543,111249,10210,14330,96919,1
202604,31JUL26,01APR26,31MAR27,711,Child and Adolescent Psychiatry Service,75,1,75,0,0,47,26,50960,41902,3650,6218,35684,1
202604,31JUL26,01APR26,31MAR27,712,Forensic Psychiatry Service,70,0,70,0,0,30,7,1930,1588,164,261,1327,1
202604,31JUL26,01APR26,31MAR27,713,Medical Psychotherapy Service,23,10,10,13,10,22,9,6147,4880,413,499,4381,1
202604,31JUL26,01APR26,31MAR27,715,Old Age Psychiatry Service,298,9,298,0,0,233,154,14664,11875,532,2298,9577,1
202604,31JUL26,01APR26,31MAR27,720,Eating Disorders Service,5,0,5,0,0,5,1,2873,2324,167,217,2107,1
202604,31JUL26,01APR26,31MAR27,721,Addiction Service,,,,,,,,97,80,8,11,69,1
202604,31JUL26,01APR26,31MAR27,722,Liaison Psychiatry Service,14,2,14,0,0,5,2,1468,1276,83,477,799,1
202604,31JUL26,01APR26,31MAR27,723,Psychiatric Intensive Care Service,23,1,23,0,0,17,17,,,,,,
202604,31JUL26,01APR26,31MAR27,724,Perinatal Mental Health Service,13,0,13,0,0,11,8,698,555,66,64,491,1
202604,31JUL26,01APR26,31MAR27,725,Mental Health Recovery and Rehabilitation Service,7,0,7,0,0,1,0,,,,,,
202604,31JUL26,01APR26,31MAR27,726,Mental Health Dual Diagnosis Service,0,0,0,0,0,0,0,,,,,,
202604,31JUL26,01APR26,31MAR27,727,Dementia Assessment Service,,,,,,,,509,408,54,85,323,1
202604,31JUL26,01APR26,31MAR27,730,Neuropsychiatry Service,24,4,8,16,0,24,0,830,448,60,161,287,1
202604,31JUL26,01APR26,31MAR27,800,Clinical Oncology Service,40301,25237,7226,33075,22881,39135,4783,337739,291880,6054,33009,258871,1
202604,31JUL26,01APR26,31MAR27,811,Interventional Radiology Service,8780,5522,1883,6897,4645,7840,107,15562,14085,324,8306,5779,1
202604,31JUL26,01APR26,31MAR27,812,Diagnostic Imaging Service,1597,1148,152,1445,1047,1524,10,784864,737481,13328,351594,385887,1
202604,31JUL26,01APR26,31MAR27,822,Chemical Pathology Service,504,339,3,501,336,504,2,14295,10303,1290,5360,4943,1
202604,31JUL26,01APR26,31MAR27,834,Medical Virology Service,,,,,,,,2162,1442,337,32,1410,1
202604,31JUL26,01APR26,31MAR27,840,Audiology Service,23,17,4,19,13,23,0,189759,165605,8021,71527,94064,1
202604,31JUL26,01APR26,31MAR27,920,Diabetic Education Service,1,0,1,0,0,1,1,132,99,7,57,42,1
202604,30JUN26,01APR26,31MAR27,&,Not Known,1217,265,1191,26,26,973,149,61913,36514,7877,5290,30948,1
202604,30JUN26,01APR26,31MAR27,100,General Surgery Service,109623,73394,70440,39183,36151,98015,51820,216127,166014,11070,69417,96561,1
202604,30JUN26,01APR26,31MAR27,101,Urology Service,63520,50171,27724,35796,32060,59397,14760,395263,290251,21871,91879,198365,1
202604,30JUN26,01APR26,31MAR27,102,Transplant Surgery Service,1439,1059,1052,387,339,1120,362,15053,11932,809,1133,10799,1
202604,30JUN26,01APR26,31MAR27,103,Breast Surgery Service,7535,7163,1658,5877,5670,7426,153,181274,143410,6532,68834,74576,1
202604,30JUN26,01APR26,31MAR27,104,Colorectal Surgery Service,33202,28356,9866,23336,22252,30460,3753,144464,110307,7142,52188,58119,1
202604,30JUN26,01APR26,31MAR27,105,Hepatobiliary and Pancreatic Surgery Service,3914,2495,3312,602,475,2762,1077,15569,11399,728,3548,7851,1
202604,30JUN26,01APR26,31MAR27,106,Upper Gastrointestinal Surgery Service,10538,8301,4980,5558,5180,9064,2075,29948,22316,1596,10847,11467,1
202604,30JUN26,01APR26,31MAR27,107,Vascular Surgery Service,9799,7704,5612,4187,3750,8540,2361,74808,53414,4436,26436,26978,1
202604,30JUN26,01APR26,31MAR27,108,Spinal Surgery Service,6361,5342,3356,3005,2829,5901,968,49313,37224,2017,13525,23699,1
202604,30JUN26,01APR26,31MAR27,109,Bariatric Surgery Service,334,303,286,48,44,325,11,6931,4380,558,865,3515,1
202604,30JUN26,01APR26,31MAR27,110,Trauma and Orthopaedic Service,90290,74233,55907,34383,31698,82368,23557,826086,645353,39499,236170,409163,1
202604,30JUN26,01APR26,31MAR27,111,Orthopaedic Service,3084,2696,1702,1382,1262,2858,454,20081,14280,1013,4822,9458,1
202604,30JUN26,01APR26,31MAR27,113,Endocrine Surgery Service,95,87,87,8,8,92,1,1234,687,77,203,484,1
202604,30JUN26,01APR26,31MAR27,115,Trauma Surgery Service,881,638,758,123,107,701,509,6692,5449,402,2404,3045,1
202604,30JUN26,01APR26,31MAR27,120,Ear Nose and Throat Service,26279,20357,12177,14102,12977,25362,7577,362797,259887,23098,121933,137948,1
202604,30JUN26,01APR26,31MAR27,130,Ophthalmology Service,79724,75901,2188,77536,74133,79120,1132,1100574,821607,58872,222042,599536,1
202604,30JUN26,01APR26,31MAR27,140,Oral Surgery Service,12458,11179,1363,11095,10413,12145,584,93014,65223,6800,29337,35886,1
202604,30JUN26,01APR26,31MAR27,141,Restorative Dentistry Service,518,457,53,465,451,518,0,45156,32529,2530,5383,27145,1
202604,30JUN26,01APR26,31MAR27,142,Paediatric Dentistry Service,2375,2146,108,2267,2115,2372,2,15218,10563,1192,3605,6958,1
202604,30JUN26,01APR26,31MAR27,143,Orthodontic Service,66,62,2,64,61,66,2,78818,57609,4432,4775,52832,1
202604,30JUN26,01APR26,31MAR27,144,Maxillofacial Surgery Service,8324,7217,2553,5771,5328,8065,1440,67379,46864,4734,18419,28437,1
202604,30JUN26,01APR26,31MAR27,145,Oral and Maxillofacial Surgery Service,3197,2721,792,2405,2149,3141,485,19085,12712,1286,5150,7558,1
202604,30JUN26,01APR26,31MAR27,150,Neurosurgical Service,7476,5987,6141,1335,1204,6210,2098,54641,38277,2494,13374,24902,1
202604,30JUN26,01APR26,31MAR27,160,Plastic Surgery Service,23004,20338,5952,17052,15819,22479,3621,130921,98710,6627,33381,65329,1
202604,30JUN26,01APR26,31MAR27,161,Burns Care Service,479,301,425,54,50,423,307,6927,5375,435,1618,3757,1
202604,30JUN26,01APR26,31MAR27,170,Cardiothoracic Surgery Service,539,332,536,3,3,297,119,3325,2684,128,1223,1461,1
202604,30JUN26,01APR26,31MAR27,171,Paediatric Surgery Service,4441,3270,2572,1869,1681,3905,1339,20145,13973,1284,6293,7680,1
202604,30JUN26,01APR26,31MAR27,172,Cardiac Surgery Service,3178,2542,3128,50,37,2144,334,12202,9396,484,2731,6665,1
202604,30JUN26,01APR26,31MAR27,173,Thoracic Surgery Service,2922,2417,2670,252,210,2592,342,10891,8814,322,2980,5834,1
202604,30JUN26,01APR26,31MAR27,174,Cardiothoracic Transplantation Service,261,212,217,44,36,209,48,2274,1791,125,137,1654,1
202604,30JUN26,01APR26,31MAR27,180,Emergency Medicine Service,55815,12420,55606,209,144,54926,54571,25388,22594,1560,18632,3962,1
