Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
30JUN2024,01APR2024,31MAR2025,202499,23. 90+,63849,26193,55026,8823,8124,37438,26871,202719,157095,8874,46428,110661
30JUN2024,01APR2024,31MAR2025,202499,24. unknown,21089,13014,14197,6892,6362,17258,4244,49524,40346,2866,10382,29964
31MAY2024,01APR2024,31MAR2025,202499,01. 0 - 4,110970,28339,99683,11287,9547,103080,38277,384480,297741,28181,126515,171189
31MAY2024,01APR2024,31MAR2025,202499,02. 5 - 9,31226,17146,18147,13079,11770,29752,14050,326571,247588,23742,88051,159430
31MAY2024,01APR2024,31MAR2025,202499,03. 10 - 14,28225,16484,16723,11502,10434,26665,12578,353439,269581,24205,90391,179118
31MAY2024,01APR2024,31MAR2025,202499,04. 15,6050,3426,3658,2392,2215,5733,2752,84814,62437,6369,18690,43729
31MAY2024,01APR2024,31MAR2025,202499,05. 16,6059,3330,3848,2211,2021,5468,2658,80230,55502,7186,15879,39611
31MAY2024,01APR2024,31MAR2025,202499,06. 17,7152,4040,4448,2704,2468,6429,2761,77300,57111,6770,16896,40198
31MAY2024,01APR2024,31MAR2025,202499,07. 18,7748,4015,5345,2403,2195,6853,3246,66486,47925,6796,15871,32048
31MAY2024,01APR2024,31MAR2025,202499,08. 19,8810,4207,6453,2357,2161,7825,3615,65910,48201,6851,16568,31633
31MAY2024,01APR2024,31MAR2025,202499,09. 20 - 24,54693,27741,40432,14261,13103,49027,19241,395294,293987,39214,102348,191625
31MAY2024,01APR2024,31MAR2025,202499,10. 25 - 29,81225,43341,60960,20265,18749,74309,23458,620013,469947,51546,161034,308899
31MAY2024,01APR2024,31MAR2025,202499,11. 30 - 34,99812,56179,73656,26156,24302,90863,27400,801127,612926,58981,204658,408232
31MAY2024,01APR2024,31MAR2025,202499,12. 35 - 39,90894,54629,60190,30704,28600,81388,27180,736101,556377,54812,192891,363447
31MAY2024,01APR2024,31MAR2025,202499,13. 40 - 44,78993,51145,44315,34678,32451,69197,25687,622476,467718,46674,171567,296115
31MAY2024,01APR2024,31MAR2025,202499,14. 45 - 49,76268,51304,39561,36707,34296,65909,23712,593592,451820,40501,164091,287672
31MAY2024,01APR2024,31MAR2025,202499,15. 50 - 54,100112,69155,50418,49694,46613,85530,28691,749006,579006,44338,201996,376931
31MAY2024,01APR2024,31MAR2025,202499,16. 55 - 59,124243,87253,61731,62512,58748,104937,32976,904310,706665,47501,236768,469808
31MAY2024,01APR2024,31MAR2025,202499,17. 60 - 64,141379,99456,70594,70785,66632,118117,36032,978791,775362,43550,248133,527106
31MAY2024,01APR2024,31MAR2025,202499,18. 65 - 69,148504,103763,75389,73115,68958,121702,36502,953111,765498,35769,236907,528479
31MAY2024,01APR2024,31MAR2025,202499,19. 70 - 74,163059,111712,85426,77633,73457,130617,40604,956529,777156,30236,237123,539937
31MAY2024,01APR2024,31MAR2025,202499,20. 75 - 79,194228,126625,109890,84338,79644,149505,51941,1052953,857300,31433,258588,598650
31MAY2024,01APR2024,31MAR2025,202499,21. 80 - 84,151362,89364,97131,54231,50953,108931,46593,731528,590034,25253,178811,411167
31MAY2024,01APR2024,31MAR2025,202499,22. 85 - 89,111092,56096,82985,28107,26121,72687,40250,457933,363072,18517,111180,251859
31MAY2024,01APR2024,31MAR2025,202499,23. 90+,66123,27092,57121,9002,8293,38813,28021,213939,166556,9672,48234,118304
31MAY2024,01APR2024,31MAR2025,202499,24. unknown,33303,19765,22133,11170,10490,26196,7519,54776,45022,3244,11846,33175
30APR2024,01APR2024,31MAR2025,202499,01. 0 - 4,105020,27017,94585,10435,8827,97803,36769,375266,288143,27477,122896,165229
30APR2024,01APR2024,31MAR2025,202499,02. 5 - 9,28828,15946,16539,12289,11024,27504,12782,307235,229115,23426,80651,148397
30APR2024,01APR2024,31MAR2025,202499,03. 10 - 14,26026,15200,15142,10884,9869,24624,11282,331958,250858,23413,81247,169555
30APR2024,01APR2024,31MAR2025,202499,04. 15,6162,3582,3672,2490,2289,5823,2744,84124,62949,6303,18318,44618
30APR2024,01APR2024,31MAR2025,202499,05. 16,6582,3822,3884,2698,2474,6017,2665,83374,62013,6656,17281,44716
30APR2024,01APR2024,31MAR2025,202499,06. 17,7003,3917,4355,2648,2423,6261,2829,76835,56569,6763,16233,40333
30APR2024,01APR2024,31MAR2025,202499,07. 18,7505,3798,5136,2369,2129,6639,3153,66108,47997,6671,15691,32301
30APR2024,01APR2024,31MAR2025,202499,08. 19,8393,4171,6031,2362,2146,7519,3424,64454,47037,6558,15758,31276
30APR2024,01APR2024,31MAR2025,202499,09. 20 - 24,51979,26380,38392,13587,12413,46719,18345,389450,288743,38369,99431,189295
30APR2024,01APR2024,31MAR2025,202499,10. 25 - 29,77503,41342,57703,19800,18229,70913,22682,609259,460421,50964,158451,301950
30APR2024,01APR2024,31MAR2025,202499,11. 30 - 34,95839,54062,70363,25476,23608,87631,26472,787969,600573,57737,201149,399401
30APR2024,01APR2024,31MAR2025,202499,12. 35 - 39,86684,52483,56864,29820,27757,77742,26091,721232,542237,53937,187360,354839
30APR2024,01APR2024,31MAR2025,202499,13. 40 - 44,76595,49543,43011,33584,31392,67189,24909,611507,456704,45774,165179,291486
30APR2024,01APR2024,31MAR2025,202499,14. 45 - 49,74517,49921,38852,35665,33396,64123,23214,580584,438577,39710,157560,280955
30APR2024,01APR2024,31MAR2025,202499,15. 50 - 54,97694,67434,49419,48275,45342,83187,28037,741486,570232,44008,197580,372574
30APR2024,01APR2024,31MAR2025,202499,16. 55 - 59,121319,85147,60119,61200,57575,102490,32304,893723,697838,46415,232288,465442
30APR2024,01APR2024,31MAR2025,202499,17. 60 - 64,137424,96869,68069,69355,65195,114850,34816,963714,763409,42160,243146,520149
30APR2024,01APR2024,31MAR2025,202499,18. 65 - 69,144427,101127,73269,71158,67176,118129,35660,938830,754093,34853,232662,521339
30APR2024,01APR2024,31MAR2025,202499,19. 70 - 74,158676,108395,83278,75398,71252,126470,39546,942923,764646,29340,231417,533156
30APR2024,01APR2024,31MAR2025,202499,20. 75 - 79,187846,122829,105779,82067,77478,144253,49872,1033150,840809,30237,250529,590204
30APR2024,01APR2024,31MAR2025,202499,21. 80 - 84,147794,86644,95696,52098,49082,105329,45678,716412,577227,24349,172332,404832
30APR2024,01APR2024,31MAR2025,202499,22. 85 - 89,108469,55098,81443,27026,25258,70541,39376,448619,355508,17701,106655,248827
30APR2024,01APR2024,31MAR2025,202499,23. 90+,66366,27143,57665,8701,8030,38475,27939,209131,162271,9310,46634,115628
30APR2024,01APR2024,31MAR2025,202499,24. unknown,32794,19076,21969,10825,10188,25545,7537,43271,35223,2831,11676,23547
31MAR2024,01APR2023,31MAR2024,202399,01. 0 - 4,112121,26614,102103,10018,8316,104504,41942,351132,269868,25330,114715,155149
31MAR2024,01APR2023,31MAR2024,202399,02. 5 - 9,30792,15082,18891,11901,10311,29451,15048,282951,209575,20116,72701,136871
31MAR2024,01APR2023,31MAR2024,202399,03. 10 - 14,27401,14900,16708,10693,9554,26068,12768,308174,235665,20152,77815,157838
31MAR2024,01APR2023,31MAR2024,202399,04. 15,6325,3479,3930,2395,2178,5998,2967,77695,58437,5308,17372,41056
31MAR2024,01APR2023,31MAR2024,202399,05. 16,6957,3894,4241,2716,2486,6356,2915,75983,56558,5678,16208,40346
31MAR2024,01APR2023,31MAR2024,202399,06. 17,7211,3846,4692,2519,2285,6437,2940,69831,51678,6001,15469,36201
31MAR2024,01APR2023,31MAR2024,202399,07. 18,8040,3920,5730,2310,2092,7094,3515,61603,45289,5877,15161,30126
31MAR2024,01APR2023,31MAR2024,202399,08. 19,8833,4100,6503,2330,2078,7848,3713,60578,44221,6161,14999,29221
31MAR2024,01APR2023,31MAR2024,202399,09. 20 - 24,53369,26374,39907,13462,12221,48216,19452,360563,267789,35366,92639,175141
31MAR2024,01APR2023,31MAR2024,202399,10. 25 - 29,79573,41255,60060,19513,17794,72799,24002,565677,427084,46880,146558,280510
31MAR2024,01APR2023,31MAR2024,202399,11. 30 - 34,97410,52872,72706,24704,22545,88899,28061,731422,557984,53944,185864,372106
31MAR2024,01APR2023,31MAR2024,202399,12. 35 - 39,88098,51167,59402,28696,26262,79174,27646,669453,505383,50021,173329,332033
31MAR2024,01APR2023,31MAR2024,202399,13. 40 - 44,76879,48148,44248,32631,30138,67367,25753,567111,424745,42310,152477,272232
31MAR2024,01APR2023,31MAR2024,202399,14. 45 - 49,74322,48527,39777,34545,31980,64179,23945,538238,408518,36338,146706,261759
31MAR2024,01APR2023,31MAR2024,202399,15. 50 - 54,96984,64924,50158,46826,43443,82884,28757,685301,527491,41067,182679,344731
31MAR2024,01APR2023,31MAR2024,202399,16. 55 - 59,120168,81557,61074,59094,54805,101506,32653,827486,645268,43145,214113,431074
31MAR2024,01APR2023,31MAR2024,202399,17. 60 - 64,136230,92526,69792,66438,61764,113514,35292,888527,703426,39774,223921,479408
31MAR2024,01APR2023,31MAR2024,202399,18. 65 - 69,142400,96536,73311,69089,64455,116863,35784,867090,696798,32190,213347,483361
31MAR2024,01APR2023,31MAR2024,202399,19. 70 - 74,158439,104884,84428,74011,69255,126886,40308,877304,713468,27816,213914,499494
31MAR2024,01APR2023,31MAR2024,202399,20. 75 - 79,186965,118089,105669,81296,76019,144638,50365,960091,782709,28316,232932,549709
31MAR2024,01APR2023,31MAR2024,202399,21. 80 - 84,144437,81417,93704,50733,47343,103895,44925,660468,532700,22776,158253,374382
31MAR2024,01APR2023,31MAR2024,202399,22. 85 - 89,106969,51172,80402,26567,24571,69904,38939,415511,328097,17156,97662,230401
31MAR2024,01APR2023,31MAR2024,202399,23. 90+,65667,24988,57025,8642,7954,38288,27853,193502,149748,8842,42765,106967
31MAR2024,01APR2023,31MAR2024,202399,24. unknown,19728,11366,13225,6503,5315,16349,3858,81003,67978,5372,11918,56060
29FEB2024,01APR2023,31MAR2024,202399,01. 0 - 4,106528,25955,96705,9823,8228,99291,38769,367659,281940,26661,118008,163928
29FEB2024,01APR2023,31MAR2024,202399,02. 5 - 9,28331,14692,16666,11665,10244,27127,13087,293344,219173,21101,75289,143870
29FEB2024,01APR2023,31MAR2024,202399,03. 10 - 14,25578,14545,15044,10534,9459,24291,11304,321672,245533,21301,78535,166992
29FEB2024,01APR2023,31MAR2024,202399,04. 15,6238,3573,3677,2561,2335,5914,2723,82373,61787,5726,18197,43585
29FEB2024,01APR2023,31MAR2024,202399,05. 16,6420,3751,3687,2733,2464,5932,2491,80272,59902,6073,16987,42911
29FEB2024,01APR2023,31MAR2024,202399,06. 17,6778,3783,4208,2570,2335,6062,2663,73669,54792,6073,16159,38631
29FEB2024,01APR2023,31MAR2024,202399,07. 18,7434,3729,5154,2280,2052,6542,3055,63294,46241,6113,15233,31008
29FEB2024,01APR2023,31MAR2024,202399,08. 19,8141,3973,5934,2207,2015,7200,3285,62296,45704,6239,15507,30195
29FEB2024,01APR2023,31MAR2024,202399,09. 20 - 24,50812,25560,37451,13361,12222,45830,17799,376092,279173,36574,95578,183588
29FEB2024,01APR2023,31MAR2024,202399,10. 25 - 29,75463,39800,56628,18835,17237,68906,21889,587941,444375,48404,151903,292455
29FEB2024,01APR2023,31MAR2024,202399,11. 30 - 34,92584,51358,68291,24293,22360,84485,25685,752563,574319,54960,191350,382944
29FEB2024,01APR2023,31MAR2024,202399,12. 35 - 39,84537,50051,55905,28632,26386,76126,25337,692768,522210,51029,178932,343252
29FEB2024,01APR2023,31MAR2024,202399,13. 40 - 44,74248,47697,41531,32717,30313,65321,23845,589411,441031,43100,157802,283198
29FEB2024,01APR2023,31MAR2024,202399,14. 45 - 49,72004,47429,37822,34182,31707,62052,22656,561498,424409,37622,150607,273750
29FEB2024,01APR2023,31MAR2024,202399,15. 50 - 54,94950,64993,47762,47188,44017,80966,26802,718118,552264,42038,188248,363938
29FEB2024,01APR2023,31MAR2024,202399,16. 55 - 59,117806,81538,58566,59240,55200,99559,31297,863042,672909,44302,222561,450258
29FEB2024,01APR2023,31MAR2024,202399,17. 60 - 64,133112,92344,66067,67045,62375,111505,33482,922938,730456,40230,231719,498655
29FEB2024,01APR2023,31MAR2024,202399,18. 65 - 69,139151,96405,69970,69181,64602,114059,33552,899489,722444,32803,221229,501135
29FEB2024,01APR2023,31MAR2024,202399,19. 70 - 74,154812,104390,80925,73887,69188,123786,38189,908257,737634,28004,222135,515442
29FEB2024,01APR2023,31MAR2024,202399,20. 75 - 79,183569,118818,102685,80884,75902,141511,48116,995383,810202,29096,240162,570005
29FEB2024,01APR2023,31MAR2024,202399,21. 80 - 84,140693,81243,90413,50280,46954,100623,42838,682312,547710,23275,162316,385350
29FEB2024,01APR2023,31MAR2024,202399,22. 85 - 89,105100,52030,78957,26143,24288,67762,37467,429722,339014,17113,100792,238202
29FEB2024,01APR2023,31MAR2024,202399,23. 90+,65171,25368,56695,8476,7806,37192,26962,202589,156469,9161,44365,112098
29FEB2024,01APR2023,31MAR2024,202399,24. unknown,19703,11491,13092,6611,5446,16294,3781,54654,43877,3326,11133,32743
31JAN2024,01APR2023,31MAR2024,202399,01. 0 - 4,110349,27689,99979,10370,8745,103032,40725,389800,298233,29224,125147,173077
31JAN2024,01APR2023,31MAR2024,202399,02. 5 - 9,28589,14985,16635,11954,10622,27353,13202,311236,232542,23463,77475,155056
31JAN2024,01APR2023,31MAR2024,202399,03. 10 - 14,26048,14993,15119,10929,9877,24797,11515,339919,259009,23201,80313,178682
31JAN2024,01APR2023,31MAR2024,202399,04. 15,6432,3651,3819,2613,2400,6120,2896,87275,65657,6186,18753,46900
31JAN2024,01APR2023,31MAR2024,202399,05. 16,6342,3713,3744,2598,2387,5857,2585,84073,62436,6726,17185,45246
31JAN2024,01APR2023,31MAR2024,202399,06. 17,6624,3585,4298,2326,2125,5995,2811,78436,58105,6853,16867,41229
31JAN2024,01APR2023,31MAR2024,202399,07. 18,7722,3961,5314,2408,2193,6809,3146,68615,49700,6971,15908,33792
31JAN2024,01APR2023,31MAR2024,202399,08. 19,8740,4179,6463,2277,2069,7692,3445,68294,49695,7228,16464,33229
31JAN2024,01APR2023,31MAR2024,202399,09. 20 - 24,52561,26630,38660,13901,12718,47590,18136,402783,298490,40815,102151,196334
31JAN2024,01APR2023,31MAR2024,202399,10. 25 - 29,78890,41377,59412,19478,17960,72399,22757,630081,476432,53544,163039,313377
31JAN2024,01APR2023,31MAR2024,202399,11. 30 - 34,96639,53629,71169,25470,23537,88427,26511,804871,614440,60924,204093,410332
31JAN2024,01APR2023,31MAR2024,202399,12. 35 - 39,87097,51836,57440,29657,27581,78493,25858,740400,557969,56285,190909,367048
31JAN2024,01APR2023,31MAR2024,202399,13. 40 - 44,75677,48545,42226,33451,31153,66386,24266,628056,470132,47833,168247,301863
31JAN2024,01APR2023,31MAR2024,202399,14. 45 - 49,73091,49225,37636,35455,33159,63217,22778,596792,451193,42001,159403,291744
31JAN2024,01APR2023,31MAR2024,202399,15. 50 - 54,98212,67545,49284,48928,45869,83686,28078,766644,587976,47602,199937,387983
31JAN2024,01APR2023,31MAR2024,202399,16. 55 - 59,122482,85167,61013,61469,57630,103119,32879,919040,714167,50090,232750,481330
31JAN2024,01APR2023,31MAR2024,202399,17. 60 - 64,137793,96508,68286,69507,65245,114860,34943,979145,772936,45589,242241,530601
31JAN2024,01APR2023,31MAR2024,202399,18. 65 - 69,146265,101464,73731,72534,68314,119225,35789,952204,763500,37307,230694,532750
31JAN2024,01APR2023,31MAR2024,202399,19. 70 - 74,162929,110151,85201,77728,73378,129322,40396,965028,780953,32360,232422,548472
31JAN2024,01APR2023,31MAR2024,202399,20. 75 - 79,194192,124657,109810,84382,79733,147967,51879,1059064,858634,33620,251117,607483
31JAN2024,01APR2023,31MAR2024,202399,21. 80 - 84,150485,85916,98177,52308,49211,105863,46506,721253,576444,27083,168872,407544
31JAN2024,01APR2023,31MAR2024,202399,22. 85 - 89,115738,56306,88405,27333,25577,73358,42096,457064,357138,19972,103365,253758
31JAN2024,01APR2023,31MAR2024,202399,23. 90+,74268,28813,65253,9015,8350,41911,31129,215691,164701,10785,46471,118221
31JAN2024,01APR2023,31MAR2024,202399,24. unknown,20106,12261,13647,6459,6045,16332,4009,58853,46817,3689,12049,34767
31DEC2023,01APR2023,31MAR2024,202399,01. 0 - 4,114681,27920,105978,8703,7200,107009,46756,315630,237186,25878,101394,135786
31DEC2023,01APR2023,31MAR2024,202399,02. 5 - 9,25217,12325,15868,9349,8316,24103,12841,241793,172451,21204,59400,113040
31DEC2023,01APR2023,31MAR2024,202399,03. 10 - 14,21903,12790,12910,8993,8243,20813,9756,270862,200211,20410,64648,135541
31DEC2023,01APR2023,31MAR2024,202399,04. 15,5459,3349,3099,2360,2182,5198,2254,71156,52355,5464,15234,37120
31DEC2023,01APR2023,31MAR2024,202399,05. 16,5697,3370,3379,2318,2135,5218,2258,67246,49207,5627,13854,35350
31DEC2023,01APR2023,31MAR2024,202399,06. 17,6260,3386,4077,2183,1988,5576,2581,63082,45858,5980,13476,32380
31DEC2023,01APR2023,31MAR2024,202399,07. 18,7239,3708,5094,2145,1950,6392,3044,56448,40377,5976,13054,27323
31DEC2023,01APR2023,31MAR2024,202399,08. 19,7977,3962,5918,2059,1903,7070,3312,56531,40442,6299,13577,26865
31DEC2023,01APR2023,31MAR2024,202399,09. 20 - 24,48839,24402,37368,11471,10559,43922,17538,333889,244251,35348,84122,160125
31DEC2023,01APR2023,31MAR2024,202399,10. 25 - 29,72178,37725,56075,16103,14911,65984,21342,519867,387337,47316,131602,255725
31DEC2023,01APR2023,31MAR2024,202399,11. 30 - 34,88447,48536,67595,20852,19295,80715,24723,663791,499967,53143,164989,334970
31DEC2023,01APR2023,31MAR2024,202399,12. 35 - 39,79368,46308,54875,24493,22805,71309,24493,602961,446943,49006,152577,294355
31DEC2023,01APR2023,31MAR2024,202399,13. 40 - 44,67049,42310,39344,27705,25917,58588,22726,506501,372594,40911,134139,238438
31DEC2023,01APR2023,31MAR2024,202399,14. 45 - 49,65145,43020,35546,29599,27732,55748,21380,480201,356908,35545,127881,229003
31DEC2023,01APR2023,31MAR2024,202399,15. 50 - 54,87358,58949,46401,40957,38458,73866,26685,619434,468446,40170,162053,306357
31DEC2023,01APR2023,31MAR2024,202399,16. 55 - 59,108378,74440,56676,51702,48611,90452,30610,740218,567821,41693,188354,379415
31DEC2023,01APR2023,31MAR2024,202399,17. 60 - 64,123684,84822,65374,58310,54885,101963,33829,792293,618311,37630,196557,421694
31DEC2023,01APR2023,31MAR2024,202399,18. 65 - 69,131239,88933,70660,60579,57089,105494,34748,772678,613014,30802,187990,424962
31DEC2023,01APR2023,31MAR2024,202399,19. 70 - 74,146115,97051,81146,64969,61364,115244,39579,788318,631821,26814,189645,442152
31DEC2023,01APR2023,31MAR2024,202399,20. 75 - 79,174499,109906,104230,70269,66470,131738,50125,861870,690524,27733,203831,486664
31DEC2023,01APR2023,31MAR2024,202399,21. 80 - 84,137019,76918,93000,44019,41470,96324,45433,589497,465691,22137,137066,328608
31DEC2023,01APR2023,31MAR2024,202399,22. 85 - 89,105965,50687,83451,22514,21053,66967,40528,374214,290112,16305,84584,205520
31DEC2023,01APR2023,31MAR2024,202399,23. 90+,68537,26277,61085,7452,6940,39082,29952,176468,134637,8627,37679,96954
31DEC2023,01APR2023,31MAR2024,202399,24. unknown,18256,11070,12864,5392,5009,14716,3801,46788,36693,3062,9246,27447
30NOV2023,01APR2023,31MAR2024,202399,01. 0 - 4,125371,30507,114690,10681,8810,117114,53311,385392,296155,30575,126592,169558
30NOV2023,01APR2023,31MAR2024,202399,02. 5 - 9,27479,14869,15597,11882,10520,26335,12212,315073,237114,24852,78789,158319
30NOV2023,01APR2023,31MAR2024,202399,03. 10 - 14,25075,15150,14082,10993,9971,23891,10560,347003,265902,24797,85303,180510
30NOV2023,01APR2023,31MAR2024,202399,04. 15,6124,3681,3484,2640,2407,5833,2585,88969,66587,6637,19406,47172
30NOV2023,01APR2023,31MAR2024,202399,05. 16,6456,3788,3807,2649,2429,5818,2502,83278,61775,6987,17211,44561
30NOV2023,01APR2023,31MAR2024,202399,06. 17,6708,3676,4292,2416,2194,5999,2707,79043,58821,7424,17434,41381
30NOV2023,01APR2023,31MAR2024,202399,07. 18,7736,3914,5448,2288,2076,6848,3255,67043,48537,7217,16059,32477
30NOV2023,01APR2023,31MAR2024,202399,08. 19,8638,4214,6352,2286,2080,7682,3485,66146,48051,7470,16386,31665
30NOV2023,01APR2023,31MAR2024,202399,09. 20 - 24,53349,27351,39550,13799,12734,47842,18536,396109,294576,41973,103053,191513
30NOV2023,01APR2023,31MAR2024,202399,10. 25 - 29,77690,41821,58145,19545,18070,70947,22007,615625,465062,55935,160454,304592
30NOV2023,01APR2023,31MAR2024,202399,11. 30 - 34,96561,54970,70657,25904,24041,88081,25610,784909,599024,63493,201510,397490
30NOV2023,01APR2023,31MAR2024,202399,12. 35 - 39,87147,52995,57460,29687,27665,78396,25247,726182,548528,58850,189619,358882
30NOV2023,01APR2023,31MAR2024,202399,13. 40 - 44,75545,49295,42032,33513,31400,66217,23594,620370,466691,50056,168273,298382
30NOV2023,01APR2023,31MAR2024,202399,14. 45 - 49,73328,50057,37633,35695,33569,63223,21905,591945,449757,43953,160527,289178
30NOV2023,01APR2023,31MAR2024,202399,15. 50 - 54,98820,69047,49363,49457,46552,84235,27288,760536,587040,49332,202049,384929
30NOV2023,01APR2023,31MAR2024,202399,16. 55 - 59,122209,86394,60331,61878,58215,102735,31175,909237,710555,51668,235702,474777
